"id","name","tagID","tagValue","userID"
6,"Moonspell",190,"gothic rock",548
6,"Moonspell",191,"instrumental",1230
6,"Moonspell",233,"dark",548
6,"Moonspell",285,"awesome",548
6,"Moonspell",524,"great",548
6,"Moonspell",713,"best song ever",548
6,"Moonspell",793,"fucking awesome",548
6,"Moonspell",1482,"dark metal",459
6,"Moonspell",1484,"portuguese",1172
6,"Moonspell",7996,"for work",1230
6,"Moonspell",9640,"bazarov",1497
7,"Marilyn Manson",1,"metal",104
7,"Marilyn Manson",1,"metal",124
7,"Marilyn Manson",1,"metal",149
7,"Marilyn Manson",1,"metal",159
7,"Marilyn Manson",1,"metal",249
7,"Marilyn Manson",1,"metal",313
7,"Marilyn Manson",1,"metal",372
7,"Marilyn Manson",1,"metal",396
7,"Marilyn Manson",1,"metal",433
7,"Marilyn Manson",1,"metal",455
7,"Marilyn Manson",1,"metal",541
7,"Marilyn Manson",1,"metal",545
7,"Marilyn Manson",1,"metal",604
7,"Marilyn Manson",1,"metal",737
7,"Marilyn Manson",1,"metal",747
7,"Marilyn Manson",1,"metal",904
7,"Marilyn Manson",1,"metal",1249
7,"Marilyn Manson",1,"metal",1349
7,"Marilyn Manson",1,"metal",1380
7,"Marilyn Manson",1,"metal",1553
7,"Marilyn Manson",1,"metal",1679
7,"Marilyn Manson",1,"metal",1730
7,"Marilyn Manson",1,"metal",1759
7,"Marilyn Manson",1,"metal",1771
7,"Marilyn Manson",1,"metal",1865
7,"Marilyn Manson",2,"alternative metal",84
7,"Marilyn Manson",2,"alternative metal",616
7,"Marilyn Manson",2,"alternative metal",685
7,"Marilyn Manson",6,"industrial metal",84
7,"Marilyn Manson",6,"industrial metal",225
7,"Marilyn Manson",6,"industrial metal",372
7,"Marilyn Manson",6,"industrial metal",433
7,"Marilyn Manson",6,"industrial metal",435
7,"Marilyn Manson",6,"industrial metal",543
7,"Marilyn Manson",6,"industrial metal",706
7,"Marilyn Manson",6,"industrial metal",888
7,"Marilyn Manson",6,"industrial metal",895
7,"Marilyn Manson",6,"industrial metal",1679
7,"Marilyn Manson",6,"industrial metal",1730
7,"Marilyn Manson",6,"industrial metal",1860
7,"Marilyn Manson",6,"industrial metal",1865
7,"Marilyn Manson",6,"industrial metal",2046
7,"Marilyn Manson",6,"industrial metal",2088
7,"Marilyn Manson",7,"gothic metal",604
7,"Marilyn Manson",56,"melancholic",1380
7,"Marilyn Manson",61,"industrial",63
7,"Marilyn Manson",61,"industrial",159
7,"Marilyn Manson",61,"industrial",225
7,"Marilyn Manson",61,"industrial",249
7,"Marilyn Manson",61,"industrial",388
7,"Marilyn Manson",61,"industrial",395
7,"Marilyn Manson",61,"industrial",396
7,"Marilyn Manson",61,"industrial",433
7,"Marilyn Manson",61,"industrial",455
7,"Marilyn Manson",61,"industrial",616
7,"Marilyn Manson",61,"industrial",747
7,"Marilyn Manson",61,"industrial",895
7,"Marilyn Manson",61,"industrial",926
7,"Marilyn Manson",61,"industrial",927
7,"Marilyn Manson",61,"industrial",1249
7,"Marilyn Manson",61,"industrial",1349
7,"Marilyn Manson",61,"industrial",1522
7,"Marilyn Manson",61,"industrial",1553
7,"Marilyn Manson",61,"industrial",1710
7,"Marilyn Manson",61,"industrial",1730
7,"Marilyn Manson",61,"industrial",1865
7,"Marilyn Manson",61,"industrial",2088
7,"Marilyn Manson",61,"industrial",2096
7,"Marilyn Manson",72,"hard rock",904
7,"Marilyn Manson",72,"hard rock",979
7,"Marilyn Manson",73,"rock",159
7,"Marilyn Manson",73,"rock",229
7,"Marilyn Manson",73,"rock",372
7,"Marilyn Manson",73,"rock",433
7,"Marilyn Manson",73,"rock",604
7,"Marilyn Manson",73,"rock",737
7,"Marilyn Manson",73,"rock",927
7,"Marilyn Manson",73,"rock",1161
7,"Marilyn Manson",73,"rock",1349
7,"Marilyn Manson",73,"rock",1462
7,"Marilyn Manson",73,"rock",1522
7,"Marilyn Manson",73,"rock",1553
7,"Marilyn Manson",73,"rock",1672
7,"Marilyn Manson",73,"rock",1679
7,"Marilyn Manson",73,"rock",1730
7,"Marilyn Manson",73,"rock",1865
7,"Marilyn Manson",73,"rock",1929
7,"Marilyn Manson",73,"rock",2088
7,"Marilyn Manson",78,"alternative rock",84
7,"Marilyn Manson",78,"alternative rock",1052
7,"Marilyn Manson",79,"alternative",124
7,"Marilyn Manson",79,"alternative",159
7,"Marilyn Manson",79,"alternative",249
7,"Marilyn Manson",79,"alternative",541
7,"Marilyn Manson",79,"alternative",737
7,"Marilyn Manson",79,"alternative",1249
7,"Marilyn Manson",79,"alternative",1679
7,"Marilyn Manson",79,"alternative",1730
7,"Marilyn Manson",79,"alternative",1865
7,"Marilyn Manson",80,"glam rock",1052
7,"Marilyn Manson",127,"seen live",40
7,"Marilyn Manson",176,"emo",1183
7,"Marilyn Manson",176,"emo",1771
7,"Marilyn Manson",177,"nu metal",1380
7,"Marilyn Manson",178,"screamo",1183
7,"Marilyn Manson",179,"gothic",604
7,"Marilyn Manson",184,"soundtrack",1380
7,"Marilyn Manson",184,"soundtrack",1929
7,"Marilyn Manson",189,"industrial rock",40
7,"Marilyn Manson",189,"industrial rock",433
7,"Marilyn Manson",189,"industrial rock",685
7,"Marilyn Manson",190,"gothic rock",545
7,"Marilyn Manson",190,"gothic rock",604
7,"Marilyn Manson",191,"instrumental",59
7,"Marilyn Manson",210,"00s",1380
7,"Marilyn Manson",216,"american",396
7,"Marilyn Manson",216,"american",433
7,"Marilyn Manson",216,"american",1249
7,"Marilyn Manson",216,"american",1759
7,"Marilyn Manson",232,"addictive",59
7,"Marilyn Manson",233,"dark",1771
7,"Marilyn Manson",234,"amazing",1462
7,"Marilyn Manson",238,"sexy",59
7,"Marilyn Manson",285,"awesome",1380
7,"Marilyn Manson",306,"male vocalists",1672
7,"Marilyn Manson",352,"90s",1672
7,"Marilyn Manson",370,"favorite",59
7,"Marilyn Manson",370,"favorite",1759
7,"Marilyn Manson",386,"heavy metal",1929
7,"Marilyn Manson",386,"heavy metal",2088
7,"Marilyn Manson",481,"usa",2096
7,"Marilyn Manson",524,"great",1462
7,"Marilyn Manson",543,"stoner rock",876
7,"Marilyn Manson",555,"industrial pop",37
7,"Marilyn Manson",610,"childhood",40
7,"Marilyn Manson",623,"depression",1462
7,"Marilyn Manson",737,"great lyrics",59
7,"Marilyn Manson",793,"fucking awesome",59
7,"Marilyn Manson",797,"masterpiece",59
7,"Marilyn Manson",804,"so sad yet so beautiful",59
7,"Marilyn Manson",810,"attitude",59
7,"Marilyn Manson",850,"cover",545
7,"Marilyn Manson",850,"cover",699
7,"Marilyn Manson",850,"cover",926
7,"Marilyn Manson",850,"cover",1462
7,"Marilyn Manson",1097,"covers",2055
7,"Marilyn Manson",1513,"shit",1996
7,"Marilyn Manson",1712,"cartoon metal",155
7,"Marilyn Manson",1983,"manson",191
7,"Marilyn Manson",1984,"marilyn manson",191
7,"Marilyn Manson",1984,"marilyn manson",321
7,"Marilyn Manson",1984,"marilyn manson",1759
7,"Marilyn Manson",1985,"shockrock",191
7,"Marilyn Manson",2139,"halloween",217
7,"Marilyn Manson",2371,"gorgeous",728
7,"Marilyn Manson",2604,"shock rock",604
7,"Marilyn Manson",2604,"shock rock",706
7,"Marilyn Manson",2755,"2000's",321
7,"Marilyn Manson",3673,"ultimate favorite",455
7,"Marilyn Manson",3882,"tags",499
7,"Marilyn Manson",3883,"as",499
7,"Marilyn Manson",3890,"legal",499
7,"Marilyn Manson",4956,"guerilla",699
7,"Marilyn Manson",6253,"animals",1029
7,"Marilyn Manson",6955,"horror rock",1052
7,"Marilyn Manson",9823,"rock me babe",1547
7,"Marilyn Manson",10116,"great covers",1973
7,"Marilyn Manson",10213,"i fucking love this song",1635
7,"Marilyn Manson",10232,"covers that are actually good",1639
7,"Marilyn Manson",10875,"nightmare before christmas",1759
7,"Marilyn Manson",10876,"covers that are far far better than the original",1759
7,"Marilyn Manson",11222,"me likey",1825
7,"Marilyn Manson",11314,"trashbag filled with vomit",1996
7,"Marilyn Manson",11757,"film music composer",1929
7,"Marilyn Manson",12133,"ponyrape",1996
7,"Marilyn Manson",12134,"intense-mutha-fuckin-power-violence",1996
7,"Marilyn Manson",12140,"analrape",1996
7,"Marilyn Manson",12209,"other great tracks",2014
8,"DIR EN GREY",1,"metal",101
8,"DIR EN GREY",1,"metal",104
8,"DIR EN GREY",1,"metal",747
8,"DIR EN GREY",1,"metal",1679
8,"DIR EN GREY",73,"rock",9
8,"DIR EN GREY",138,"hard rock - metal",9
8,"DIR EN GREY",139,"j-rock",9
8,"DIR EN GREY",139,"j-rock",101
8,"DIR EN GREY",139,"j-rock",104
8,"DIR EN GREY",139,"j-rock",681
8,"DIR EN GREY",139,"j-rock",1479
8,"DIR EN GREY",139,"j-rock",1679
8,"DIR EN GREY",139,"j-rock",1929
8,"DIR EN GREY",139,"j-rock",1984
8,"DIR EN GREY",141,"visual kei",9
8,"DIR EN GREY",141,"visual kei",101
8,"DIR EN GREY",141,"visual kei",104
8,"DIR EN GREY",141,"visual kei",681
8,"DIR EN GREY",233,"dark",273
8,"DIR EN GREY",364,"favorites",320
8,"DIR EN GREY",541,"japanese",101
8,"DIR EN GREY",541,"japanese",104
8,"DIR EN GREY",541,"japanese",1679
8,"DIR EN GREY",552,"weeabo",37
8,"DIR EN GREY",1219,"jrock",101
8,"DIR EN GREY",1219,"jrock",274
8,"DIR EN GREY",1219,"jrock",435
8,"DIR EN GREY",2155,"hall",217
9,"Combichrist",9,"electro-industrial",926
9,"Combichrist",12,"aggrotech",2046
9,"Combichrist",18,"electronic",455
9,"Combichrist",61,"industrial",39
9,"Combichrist",61,"industrial",40
9,"Combichrist",61,"industrial",63
9,"Combichrist",61,"industrial",225
9,"Combichrist",61,"industrial",455
9,"Combichrist",61,"industrial",908
9,"Combichrist",61,"industrial",935
9,"Combichrist",61,"industrial",1103
9,"Combichrist",61,"industrial",1273
9,"Combichrist",61,"industrial",1723
9,"Combichrist",86,"ebm",225
9,"Combichrist",86,"ebm",455
9,"Combichrist",86,"ebm",914
9,"Combichrist",86,"ebm",1181
9,"Combichrist",86,"ebm",1249
9,"Combichrist",86,"ebm",1679
9,"Combichrist",86,"ebm",1723
9,"Combichrist",86,"ebm",1929
9,"Combichrist",127,"seen live",40
9,"Combichrist",127,"seen live",455
9,"Combichrist",309,"electro",1249
9,"Combichrist",562,"futuremelon",39
9,"Combichrist",563,"terrorbanana",39
9,"Combichrist",565,"dark electro",225
9,"Combichrist",565,"dark electro",1679
9,"Combichrist",565,"dark electro",1723
9,"Combichrist",570,"techno",39
9,"Combichrist",571,"dark techno",39
9,"Combichrist",572,"helltrance",39
9,"Combichrist",576,"alpha quadrant",39
9,"Combichrist",577,"industrial techno",39
9,"Combichrist",580,"industrial dance",39
9,"Combichrist",595,"war",39
9,"Combichrist",597,"combichrist",39
9,"Combichrist",1447,"remix",926
9,"Combichrist",2794,"tbm",935
9,"Combichrist",3673,"ultimate favorite",455
9,"Combichrist",6763,"prejebeno",1026
10,"Grendel",10,"harsh ebm",325
10,"Grendel",18,"electronic",111
10,"Grendel",18,"electronic",1679
10,"Grendel",61,"industrial",40
10,"Grendel",61,"industrial",225
10,"Grendel",61,"industrial",325
10,"Grendel",61,"industrial",1604
10,"Grendel",86,"ebm",111
10,"Grendel",86,"ebm",225
10,"Grendel",86,"ebm",325
10,"Grendel",86,"ebm",914
10,"Grendel",86,"ebm",1098
10,"Grendel",86,"ebm",1249
10,"Grendel",86,"ebm",1621
10,"Grendel",86,"ebm",1679
10,"Grendel",86,"ebm",1929
10,"Grendel",385,"melodic death metal",546
10,"Grendel",563,"terrorbanana",39
10,"Grendel",565,"dark electro",40
10,"Grendel",565,"dark electro",225
10,"Grendel",565,"dark electro",325
10,"Grendel",565,"dark electro",914
10,"Grendel",565,"dark electro",1679
10,"Grendel",607,"dutch",40
11,"Agonoize",18,"electronic",935
11,"Agonoize",30,"german",935
11,"Agonoize",61,"industrial",40
11,"Agonoize",61,"industrial",225
11,"Agonoize",61,"industrial",1103
11,"Agonoize",61,"industrial",1249
11,"Agonoize",86,"ebm",40
11,"Agonoize",86,"ebm",225
11,"Agonoize",86,"ebm",914
11,"Agonoize",86,"ebm",1103
11,"Agonoize",86,"ebm",1249
11,"Agonoize",563,"terrorbanana",39
11,"Agonoize",565,"dark electro",40
11,"Agonoize",565,"dark electro",225
11,"Agonoize",565,"dark electro",914
11,"Agonoize",565,"dark electro",935
11,"Agonoize",567,"rave",39
12,"Behemoth",4,"black metal",459
12,"Behemoth",4,"black metal",616
12,"Behemoth",4,"black metal",715
12,"Behemoth",4,"black metal",1860
12,"Behemoth",5,"death metal",170
12,"Behemoth",5,"death metal",459
12,"Behemoth",5,"death metal",616
12,"Behemoth",5,"death metal",715
12,"Behemoth",5,"death metal",914
12,"Behemoth",5,"death metal",1030
12,"Behemoth",5,"death metal",1860
12,"Behemoth",188,"polish",616
12,"Behemoth",742,"brutal death metal",433
12,"Behemoth",742,"brutal death metal",459
12,"Behemoth",743,"technical death metal",433
12,"Behemoth",2096,"blackened death metal",433
12,"Behemoth",2096,"blackened death metal",546
12,"Behemoth",3509,"extreme metal",433
12,"Behemoth",6778,"death-black metal",1026
12,"Behemoth",7954,"black metal cabeza",1228
12,"Behemoth",9613,"polish death metal",1493
12,"Behemoth",9614,"pldm",1493
13,"Hocico",9,"electro-industrial",39
13,"Hocico",9,"electro-industrial",455
13,"Hocico",10,"harsh ebm",1273
13,"Hocico",12,"aggrotech",2046
13,"Hocico",18,"electronic",935
13,"Hocico",61,"industrial",40
13,"Hocico",61,"industrial",225
13,"Hocico",61,"industrial",455
13,"Hocico",61,"industrial",935
13,"Hocico",61,"industrial",1929
13,"Hocico",86,"ebm",39
13,"Hocico",86,"ebm",225
13,"Hocico",86,"ebm",455
13,"Hocico",86,"ebm",914
13,"Hocico",86,"ebm",1621
13,"Hocico",86,"ebm",1929
13,"Hocico",565,"dark electro",39
13,"Hocico",565,"dark electro",40
13,"Hocico",565,"dark electro",225
13,"Hocico",565,"dark electro",914
13,"Hocico",565,"dark electro",935
13,"Hocico",4328,"friends",1700
15,"Dimmu Borgir",1,"metal",459
15,"Dimmu Borgir",4,"black metal",225
15,"Dimmu Borgir",4,"black metal",235
15,"Dimmu Borgir",4,"black metal",377
15,"Dimmu Borgir",4,"black metal",459
15,"Dimmu Borgir",4,"black metal",546
15,"Dimmu Borgir",4,"black metal",735
15,"Dimmu Borgir",4,"black metal",860
15,"Dimmu Borgir",4,"black metal",1026
15,"Dimmu Borgir",4,"black metal",1183
15,"Dimmu Borgir",4,"black metal",1623
15,"Dimmu Borgir",4,"black metal",1860
15,"Dimmu Borgir",4,"black metal",2007
15,"Dimmu Borgir",5,"death metal",377
15,"Dimmu Borgir",5,"death metal",459
15,"Dimmu Borgir",89,"symphonic metal",546
15,"Dimmu Borgir",285,"awesome",459
15,"Dimmu Borgir",1482,"dark metal",459
15,"Dimmu Borgir",1532,"symphonic black metal",154
15,"Dimmu Borgir",1532,"symphonic black metal",235
15,"Dimmu Borgir",1532,"symphonic black metal",377
15,"Dimmu Borgir",1532,"symphonic black metal",459
15,"Dimmu Borgir",1532,"symphonic black metal",579
15,"Dimmu Borgir",1532,"symphonic black metal",706
15,"Dimmu Borgir",1532,"symphonic black metal",1183
15,"Dimmu Borgir",1532,"symphonic black metal",1860
15,"Dimmu Borgir",2092,"norwegian black metal",459
15,"Dimmu Borgir",2139,"halloween",217
15,"Dimmu Borgir",3135,"melodic heavy metal",377
15,"Dimmu Borgir",3335,"atmospheric black metal",459
15,"Dimmu Borgir",3343,"melodic black metal",459
15,"Dimmu Borgir",3343,"melodic black metal",1183
15,"Dimmu Borgir",3343,"melodic black metal",1860
15,"Dimmu Borgir",3343,"melodic black metal",2090
15,"Dimmu Borgir",3509,"extreme metal",459
15,"Dimmu Borgir",3704,"symphonic",459
15,"Dimmu Borgir",3705,"nordic metal",459
15,"Dimmu Borgir",3706,"true norwegian black metal",459
15,"Dimmu Borgir",3707,"norwegian metal",459
15,"Dimmu Borgir",6763,"prejebeno",1026
15,"Dimmu Borgir",7155,"close your eyes and imagine",1093
15,"Dimmu Borgir",7954,"black metal cabeza",1228
16,"London After Midnight",18,"electronic",433
16,"London After Midnight",61,"industrial",12
16,"London After Midnight",61,"industrial",229
16,"London After Midnight",61,"industrial",1545
16,"London After Midnight",61,"industrial",1774
16,"London After Midnight",179,"gothic",12
16,"London After Midnight",179,"gothic",40
16,"London After Midnight",179,"gothic",1232
16,"London After Midnight",179,"gothic",1679
16,"London After Midnight",179,"gothic",1774
16,"London After Midnight",179,"gothic",1929
16,"London After Midnight",190,"gothic rock",12
16,"London After Midnight",190,"gothic rock",1545
16,"London After Midnight",190,"gothic rock",1679
16,"London After Midnight",190,"gothic rock",2053
16,"London After Midnight",575,"darkwave",1679
16,"London After Midnight",575,"darkwave",1774
16,"London After Midnight",1097,"covers",2055
16,"London After Midnight",1478,"goth",714
16,"London After Midnight",1478,"goth",1545
16,"London After Midnight",2548,"heavy",714
16,"London After Midnight",3678,"weird",714
16,"London After Midnight",4300,"sexy songs",714
16,"London After Midnight",5033,"dark wave",714
17,"Psyclon Nine",10,"harsh ebm",557
17,"Psyclon Nine",10,"harsh ebm",714
17,"Psyclon Nine",12,"aggrotech",557
17,"Psyclon Nine",12,"aggrotech",2046
17,"Psyclon Nine",61,"industrial",12
17,"Psyclon Nine",61,"industrial",40
17,"Psyclon Nine",61,"industrial",225
17,"Psyclon Nine",61,"industrial",557
17,"Psyclon Nine",61,"industrial",714
17,"Psyclon Nine",86,"ebm",225
17,"Psyclon Nine",86,"ebm",714
17,"Psyclon Nine",86,"ebm",1929
17,"Psyclon Nine",563,"terrorbanana",39
17,"Psyclon Nine",565,"dark electro",40
17,"Psyclon Nine",565,"dark electro",225
17,"Psyclon Nine",565,"dark electro",557
17,"Psyclon Nine",565,"dark electro",1774
17,"Psyclon Nine",2548,"heavy",714
18,"The Crüxshadows",18,"electronic",12
18,"The Crüxshadows",18,"electronic",455
18,"The Crüxshadows",18,"electronic",1235
18,"The Crüxshadows",61,"industrial",12
18,"The Crüxshadows",61,"industrial",320
18,"The Crüxshadows",61,"industrial",455
18,"The Crüxshadows",61,"industrial",557
18,"The Crüxshadows",74,"synthpop",264
18,"The Crüxshadows",86,"ebm",455
18,"The Crüxshadows",86,"ebm",714
18,"The Crüxshadows",179,"gothic",12
18,"The Crüxshadows",179,"gothic",557
18,"The Crüxshadows",179,"gothic",1103
18,"The Crüxshadows",179,"gothic",1235
18,"The Crüxshadows",179,"gothic",1679
18,"The Crüxshadows",179,"gothic",1929
18,"The Crüxshadows",187,"electronica",1679
18,"The Crüxshadows",190,"gothic rock",1679
18,"The Crüxshadows",202,"electro pop",557
18,"The Crüxshadows",575,"darkwave",455
18,"The Crüxshadows",575,"darkwave",557
18,"The Crüxshadows",575,"darkwave",935
18,"The Crüxshadows",575,"darkwave",1103
18,"The Crüxshadows",575,"darkwave",1235
18,"The Crüxshadows",575,"darkwave",1679
18,"The Crüxshadows",575,"darkwave",1929
18,"The Crüxshadows",1097,"covers",714
18,"The Crüxshadows",1097,"covers",2055
18,"The Crüxshadows",1478,"goth",557
18,"The Crüxshadows",1478,"goth",714
18,"The Crüxshadows",3673,"ultimate favorite",455
18,"The Crüxshadows",5033,"dark wave",714
19,":wumpscut:",9,"electro-industrial",926
19,":wumpscut:",18,"electronic",455
19,":wumpscut:",18,"electronic",1089
19,":wumpscut:",18,"electronic",1604
19,":wumpscut:",30,"german",1604
19,":wumpscut:",61,"industrial",224
19,":wumpscut:",61,"industrial",320
19,":wumpscut:",61,"industrial",455
19,":wumpscut:",61,"industrial",935
19,":wumpscut:",61,"industrial",1604
19,":wumpscut:",61,"industrial",1621
19,":wumpscut:",61,"industrial",1723
19,":wumpscut:",61,"industrial",1929
19,":wumpscut:",86,"ebm",455
19,":wumpscut:",86,"ebm",1604
19,":wumpscut:",86,"ebm",1679
19,":wumpscut:",86,"ebm",1723
19,":wumpscut:",86,"ebm",1929
19,":wumpscut:",370,"favorite",1700
19,":wumpscut:",565,"dark electro",1604
19,":wumpscut:",565,"dark electro",1679
19,":wumpscut:",565,"dark electro",1723
19,":wumpscut:",575,"darkwave",1723
19,":wumpscut:",662,"perfect",1464
19,":wumpscut:",959,"po-kraftwerkski",73
19,":wumpscut:",964,"ogonj",73
19,":wumpscut:",966,"oni pout",73
19,":wumpscut:",967,"ohm sweet ohm",73
19,":wumpscut:",1447,"remix",926
19,":wumpscut:",3673,"ultimate favorite",455
20,"Limbonic Art",1,"metal",1623
20,"Limbonic Art",4,"black metal",546
20,"Limbonic Art",4,"black metal",548
20,"Limbonic Art",4,"black metal",1623
20,"Limbonic Art",89,"symphonic metal",546
20,"Limbonic Art",1532,"symphonic black metal",548
20,"Limbonic Art",2092,"norwegian black metal",548
22,"xotox",9,"electro-industrial",926
22,"xotox",61,"industrial",40
22,"xotox",61,"industrial",1929
22,"xotox",67,"noise",111
22,"xotox",67,"noise",2030
22,"xotox",86,"ebm",1929
22,"xotox",613,"powernoise",40
23,"The Kovenant",4,"black metal",546
23,"The Kovenant",6,"industrial metal",177
23,"The Kovenant",6,"industrial metal",225
23,"The Kovenant",6,"industrial metal",433
23,"The Kovenant",6,"industrial metal",546
23,"The Kovenant",6,"industrial metal",1026
23,"The Kovenant",18,"electronic",433
23,"The Kovenant",61,"industrial",1026
23,"The Kovenant",3508,"cyber metal",433
23,"The Kovenant",6763,"prejebeno",1026
23,"The Kovenant",6765,"just could not get any better",1026
23,"The Kovenant",6773,"industrial black metal",1026
24,"Feindflug",9,"electro-industrial",926
24,"Feindflug",9,"electro-industrial",1723
24,"Feindflug",61,"industrial",320
24,"Feindflug",61,"industrial",1103
24,"Feindflug",61,"industrial",1273
24,"Feindflug",86,"ebm",111
24,"Feindflug",86,"ebm",1723
24,"Feindflug",563,"terrorbanana",39
24,"Feindflug",567,"rave",39
24,"Feindflug",7188,"approfondire",1100
25,"Cradle of Filth",1,"metal",124
25,"Cradle of Filth",1,"metal",313
25,"Cradle of Filth",1,"metal",545
25,"Cradle of Filth",1,"metal",737
25,"Cradle of Filth",1,"metal",747
25,"Cradle of Filth",1,"metal",1183
25,"Cradle of Filth",1,"metal",1679
25,"Cradle of Filth",4,"black metal",84
25,"Cradle of Filth",4,"black metal",154
25,"Cradle of Filth",4,"black metal",225
25,"Cradle of Filth",4,"black metal",616
25,"Cradle of Filth",4,"black metal",1267
25,"Cradle of Filth",4,"black metal",1342
25,"Cradle of Filth",4,"black metal",2053
25,"Cradle of Filth",5,"death metal",84
25,"Cradle of Filth",5,"death metal",377
25,"Cradle of Filth",5,"death metal",616
25,"Cradle of Filth",7,"gothic metal",84
25,"Cradle of Filth",7,"gothic metal",124
25,"Cradle of Filth",7,"gothic metal",225
25,"Cradle of Filth",7,"gothic metal",545
25,"Cradle of Filth",7,"gothic metal",616
25,"Cradle of Filth",7,"gothic metal",1267
25,"Cradle of Filth",7,"gothic metal",1679
25,"Cradle of Filth",121,"uk",2096
25,"Cradle of Filth",179,"gothic",124
25,"Cradle of Filth",850,"cover",737
25,"Cradle of Filth",850,"cover",950
25,"Cradle of Filth",1532,"symphonic black metal",377
25,"Cradle of Filth",1532,"symphonic black metal",579
25,"Cradle of Filth",1532,"symphonic black metal",950
25,"Cradle of Filth",1532,"symphonic black metal",1183
25,"Cradle of Filth",1532,"symphonic black metal",1267
25,"Cradle of Filth",1532,"symphonic black metal",1860
25,"Cradle of Filth",3343,"melodic black metal",1183
